ticket_id,customer_id,ticket_date,issue_type,issue_description,priority,ticket_status,resolution_days
TICK000772,CUST0416,2024-03-07,Internet,Customer complained about repeated internet drops during work-from-home hours.,Medium,Closed,2
TICK000773,CUST0416,2023-08-22,Service Outage,Customer confirmed service was restored after the outage notification.,Low,Closed,6
TICK000774,CUST0420,2021-04-15,TV,Customer requested help with streaming app login.,Medium,Closed,2
TICK000775,CUST0420,2024-11-20,Billing,Customer disputed an unexpected charge on the monthly bill.,Low,In Progress,
TICK000776,CUST0420,2026-04-30,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Medium,Closed,6
TICK000777,CUST0421,2025-03-17,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,Closed,5
TICK000778,CUST0421,2026-05-23,Billing,Customer requested clarification on monthly bill charges.,Medium,Closed,6
TICK000779,CUST0421,2024-02-11,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Critical,Closed,2
TICK000780,CUST0422,2023-01-18,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Critical,Closed,0
TICK000781,CUST0423,2023-07-28,Mobile,Customer requested help activating a new mobile line.,Critical,Closed,0
TICK000782,CUST0423,2025-10-28,Service Outage,Customer reported internet and TV outage affecting remote work.,High,Closed,1
TICK000783,CUST0423,2024-09-18,Service Outage,Customer was dissatisfied with repeated service outages in the area.,High,Closed,9
TICK000784,CUST0423,2024-02-11,Mobile,Customer reported dropped calls and slow mobile data speeds.,Low,Closed,1
TICK000785,CUST0424,2026-03-25,Billing,Customer thanked support for explaining the promotional discount on the bill.,High,Closed,8
TICK000786,CUST0424,2026-05-18,Internet,Customer asked for guidance on resetting the modem and router.,Low,Closed,8
TICK000787,CUST0425,2026-05-30,Internet,Customer asked for guidance on resetting the modem and router.,Medium,Closed,9
TICK000788,CUST0426,2023-05-30,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Medium,Closed,1
TICK000789,CUST0426,2022-11-08,TV,Customer asked about channel package details.,Critical,Open,
TICK000790,CUST0428,2019-07-31,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Critical,Open,
TICK000791,CUST0429,2024-06-20,Service Outage,Customer confirmed service was restored after the outage notification.,Medium,Closed,9
TICK000792,CUST0429,2024-08-14,Mobile,Customer reported dropped calls and slow mobile data speeds.,Medium,Open,
TICK000793,CUST0429,2026-02-25,Mobile,Customer asked about mobile data usage shown on the account.,Low,Closed,6
TICK000794,CUST0429,2023-08-26,Mobile,Customer asked about mobile data usage shown on the account.,Low,Closed,6
TICK000795,CUST0429,2024-09-18,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Critical,Closed,1
TICK000796,CUST0429,2024-11-01,Mobile,Customer reported dropped calls and slow mobile data speeds.,Medium,Closed,9
TICK000797,CUST0430,2024-04-18,Service Outage,Customer confirmed service was restored after the outage notification.,Low,Closed,7
TICK000798,CUST0430,2026-03-07,Mobile,Customer confirmed mobile line activation was completed successfully.,High,Closed,6
TICK000799,CUST0430,2024-09-20,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,Medium,Closed,4
TICK000800,CUST0431,2025-09-23,TV,Customer requested help with streaming app login.,Medium,Closed,2
TICK000801,CUST0431,2024-06-25,Billing,Customer asked why promotional pricing changed this month.,Low,Closed,2
TICK000802,CUST0431,2024-09-02,TV,Customer requested help with streaming app login.,Low,Open,
TICK000803,CUST0432,2026-04-04,TV,Customer asked about channel package details.,Medium,Closed,9
TICK000804,CUST0432,2024-06-27,Billing,Customer was frustrated that payment was posted but balance still showed due.,Medium,Closed,0
TICK000805,CUST0433,2023-07-10,Service Outage,Customer reported internet and TV outage affecting remote work.,Medium,Closed,4
TICK000806,CUST0433,2022-04-11,Internet,Customer asked for guidance on resetting the modem and router.,High,Open,
TICK000807,CUST0433,2026-02-17,Internet,Customer stated that the router reboot did not fix the connectivity issue.,Medium,Open,
TICK000808,CUST0433,2023-06-16,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,In Progress,
TICK000809,CUST0435,2025-07-06,Mobile,Customer asked about mobile data usage shown on the account.,Low,Closed,3
TICK000810,CUST0435,2024-01-29,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Medium,Closed,6
TICK000811,CUST0437,2022-04-08,Service Outage,Customer reported internet and TV outage affecting remote work.,Medium,Closed,9
TICK000812,CUST0438,2023-07-27,TV,Customer requested help with streaming app login.,Medium,Closed,3
TICK000813,CUST0439,2024-12-25,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Low,Closed,4
TICK000814,CUST0439,2023-01-22,Internet,Customer asked for guidance on resetting the modem and router.,Medium,Closed,4
TICK000815,CUST0440,2024-11-02,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Low,Closed,7
TICK000816,CUST0442,2025-09-08,Internet,Customer asked for guidance on resetting the modem and router.,Medium,In Progress,
TICK000817,CUST0442,2025-04-24,Billing,Customer was frustrated that payment was posted but balance still showed due.,Medium,Closed,10
TICK000818,CUST0442,2019-09-21,Internet,Customer stated that the router reboot did not fix the connectivity issue.,Medium,Closed,8
TICK000819,CUST0443,2025-03-14,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,Closed,8
TICK000820,CUST0443,2024-09-28,TV,Customer reported missing channels from the TV package.,High,Open,
TICK000821,CUST0443,2025-05-29,TV,Customer confirmed TV channels were restored after support assistance.,Medium,In Progress,
TICK000822,CUST0444,2024-06-23,Service Outage,Customer reported internet and TV outage affecting remote work.,Medium,Open,
TICK000823,CUST0447,2022-04-09,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Low,Closed,8
TICK000824,CUST0448,2023-02-11,Billing,Customer requested clarification on monthly bill charges.,Medium,Closed,1
TICK000825,CUST0448,2025-03-24,Internet,Customer asked for guidance on resetting the modem and router.,Low,Open,
TICK000826,CUST0449,2026-05-07,Billing,Customer thanked support for explaining the promotional discount on the bill.,Medium,Closed,1
TICK000827,CUST0449,2026-05-19,Service Outage,Customer confirmed service was restored after the outage notification.,Low,Closed,4
TICK000828,CUST0450,2023-02-04,Internet,Customer asked for guidance on resetting the modem and router.,Medium,Closed,0
TICK000829,CUST0451,2021-03-23,Billing,Customer requested clarification on monthly bill charges.,Low,Closed,5
TICK000830,CUST0452,2025-03-27,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Medium,Closed,9
TICK000831,CUST0452,2025-02-01,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Low,Closed,10
TICK000832,CUST0452,2023-12-01,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Medium,Closed,9
TICK000833,CUST0453,2026-05-16,Internet,Customer asked for guidance on resetting the modem and router.,Medium,Closed,6
TICK000834,CUST0453,2020-09-22,Mobile,Customer asked about mobile data usage shown on the account.,Medium,Closed,6
TICK000835,CUST0453,2023-06-23,Service Outage,Customer was dissatisfied with repeated service outages in the area.,Medium,Closed,7
TICK000836,CUST0453,2023-08-19,Mobile,Customer confirmed mobile line activation was completed successfully.,Medium,In Progress,
TICK000837,CUST0454,2025-03-22,Internet,Customer asked for guidance on resetting the modem and router.,Low,Closed,6
TICK000838,CUST0455,2025-10-17,Internet,Customer asked for guidance on resetting the modem and router.,Medium,Closed,7
TICK000839,CUST0456,2025-08-23,TV,Customer requested help with streaming app login.,Medium,Closed,4
TICK000840,CUST0456,2023-06-07,TV,Customer asked about channel package details.,Medium,Closed,1
TICK000841,CUST0457,2023-06-10,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Medium,Closed,7
TICK000842,CUST0458,2021-10-10,Billing,Customer requested clarification on monthly bill charges.,Medium,Closed,3
TICK000843,CUST0458,2024-05-13,Billing,Customer was frustrated that payment was posted but balance still showed due.,Medium,In Progress,
TICK000844,CUST0458,2018-11-25,Billing,Customer thanked support for explaining the promotional discount on the bill.,Low,Closed,10
TICK000845,CUST0459,2023-11-05,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,Low,Closed,8
TICK000846,CUST0459,2025-05-13,Billing,Customer asked why promotional pricing changed this month.,Medium,Closed,0
TICK000847,CUST0459,2023-09-04,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,Medium,Closed,4
TICK000848,CUST0460,2022-12-17,TV,Customer reported missing channels from the TV package.,High,Closed,5
TICK000849,CUST0460,2023-09-15,Service Outage,Customer reported internet and TV outage affecting remote work.,Medium,In Progress,
TICK000850,CUST0460,2024-02-21,TV,Customer requested help with streaming app login.,Low,Open,
TICK000851,CUST0460,2023-08-06,Internet,Customer complained about repeated internet drops during work-from-home hours.,Medium,Open,
TICK000852,CUST0460,2023-03-16,Billing,Customer was frustrated that payment was posted but balance still showed due.,Medium,In Progress,
TICK000853,CUST0460,2024-04-16,Service Outage,Customer was dissatisfied with repeated service outages in the area.,High,Closed,2
TICK000854,CUST0460,2025-05-12,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,High,In Progress,
TICK000855,CUST0462,2023-10-11,Internet,Customer complained about repeated internet drops during work-from-home hours.,Medium,Closed,5
TICK000856,CUST0462,2023-05-10,Service Outage,Customer confirmed service was restored after the outage notification.,High,Closed,9
TICK000857,CUST0462,2023-05-14,Billing,Customer was frustrated that payment was posted but balance still showed due.,Medium,In Progress,
TICK000858,CUST0462,2024-12-02,Billing,Customer was frustrated that payment was posted but balance still showed due.,High,Closed,5
TICK000859,CUST0462,2022-12-30,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,Closed,8
TICK000860,CUST0462,2025-10-10,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,Medium,Closed,8
TICK000861,CUST0464,2020-04-11,Internet,Customer reported that internet service is working well after recent upgrade.,High,Closed,1
TICK000862,CUST0465,2024-11-26,Service Outage,Customer requested estimated restoration time for neighborhood outage.,High,Open,
TICK000863,CUST0465,2024-04-07,Service Outage,Customer was dissatisfied with repeated service outages in the area.,Critical,Open,
TICK000864,CUST0465,2023-02-13,Service Outage,Customer was dissatisfied with repeated service outages in the area.,High,In Progress,
TICK000865,CUST0465,2026-01-13,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Low,Open,
TICK000866,CUST0465,2024-06-01,Mobile,Customer complained that mobile data was slower than expected.,Low,Closed,7
TICK000867,CUST0465,2024-11-25,Billing,Customer was frustrated that payment was posted but balance still showed due.,High,Open,
TICK000868,CUST0465,2022-12-15,Service Outage,Customer reported internet and TV outage affecting remote work.,High,Open,
TICK000869,CUST0466,2024-03-26,Service Outage,Customer confirmed service was restored after the outage notification.,Medium,Open,
TICK000870,CUST0467,2022-12-15,Billing,Customer was frustrated that payment was posted but balance still showed due.,Medium,Closed,5
TICK000871,CUST0467,2024-12-24,Service Outage,Customer reported internet and TV outage affecting remote work.,High,Closed,9
TICK000872,CUST0467,2023-07-15,Service Outage,Customer reported internet and TV outage affecting remote work.,High,Closed,2
TICK000873,CUST0467,2022-08-19,Internet,Customer stated that the router reboot did not fix the connectivity issue.,Medium,In Progress,
TICK000874,CUST0467,2024-06-06,Internet,Customer asked for guidance on resetting the modem and router.,Critical,Closed,2
TICK000875,CUST0467,2023-03-20,Internet,Customer asked for guidance on resetting the modem and router.,High,Closed,6
TICK000876,CUST0467,2023-06-01,Internet,Customer complained about repeated internet drops during work-from-home hours.,High,Closed,8
TICK000877,CUST0467,2023-02-27,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,High,Open,
TICK000878,CUST0468,2021-10-07,Internet,Customer asked for guidance on resetting the modem and router.,High,Closed,8
TICK000879,CUST0469,2023-03-28,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,Open,
TICK000880,CUST0469,2022-08-19,Mobile,Customer requested help activating a new mobile line.,Low,Closed,4
TICK000881,CUST0471,2023-05-31,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,Medium,Open,
TICK000882,CUST0471,2024-04-28,Internet,Customer asked for guidance on resetting the modem and router.,High,Closed,10
TICK000883,CUST0471,2025-10-09,Internet,Customer complained about repeated internet drops during work-from-home hours.,Medium,Open,
TICK000884,CUST0471,2024-08-27,Service Outage,Customer requested estimated restoration time for neighborhood outage.,High,In Progress,
TICK000885,CUST0471,2022-06-05,Internet,Customer complained about repeated internet drops during work-from-home hours.,Medium,Closed,3
TICK000886,CUST0471,2026-05-29,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,High,Closed,0
TICK000887,CUST0471,2025-01-04,Service Outage,Customer requested estimated restoration time for neighborhood outage.,High,Closed,10
TICK000888,CUST0471,2024-04-18,Service Outage,Customer was dissatisfied with repeated service outages in the area.,High,In Progress,
TICK000889,CUST0472,2025-06-05,Internet,Customer complained about repeated internet drops during work-from-home hours.,High,Closed,9
TICK000890,CUST0472,2024-02-22,Internet,Customer complained about repeated internet drops during work-from-home hours.,High,In Progress,
TICK000891,CUST0472,2025-10-17,Internet,Customer stated that the router reboot did not fix the connectivity issue.,Low,Closed,2
TICK000892,CUST0472,2024-05-06,Service Outage,Customer was dissatisfied with repeated service outages in the area.,Medium,In Progress,
TICK000893,CUST0472,2026-02-07,Service Outage,Customer was dissatisfied with repeated service outages in the area.,High,In Progress,
TICK000894,CUST0472,2024-09-01,Service Outage,Customer was dissatisfied with repeated service outages in the area.,High,Closed,0
TICK000895,CUST0472,2025-04-12,Internet,Customer stated that the router reboot did not fix the connectivity issue.,High,Closed,1
TICK000896,CUST0472,2024-10-07,Internet,Customer asked for guidance on resetting the modem and router.,Medium,Closed,7
TICK000897,CUST0473,2024-08-06,Mobile,Customer complained that mobile data was slower than expected.,Low,Open,
TICK000898,CUST0473,2025-09-27,Mobile,Customer requested help activating a new mobile line.,Low,Closed,1
TICK000899,CUST0474,2025-08-15,Mobile,Customer reported dropped calls and slow mobile data speeds.,Critical,Closed,0
TICK000900,CUST0474,2021-03-10,Internet,Customer reported that internet service is working well after recent upgrade.,Low,Closed,4
TICK000901,CUST0474,2021-01-09,Billing,Customer thanked support for explaining the promotional discount on the bill.,Medium,Closed,10
TICK000902,CUST0475,2025-11-06,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Medium,In Progress,
TICK000903,CUST0476,2022-12-04,TV,Customer experienced pixelation while watching live TV.,Medium,Open,
TICK000904,CUST0476,2022-06-24,Internet,Customer asked for guidance on resetting the modem and router.,Medium,Closed,5
TICK000905,CUST0476,2024-03-13,Mobile,Customer confirmed mobile line activation was completed successfully.,Medium,Closed,1
TICK000906,CUST0476,2023-07-13,Internet,Customer stated that the router reboot did not fix the connectivity issue.,Medium,Closed,2
TICK000907,CUST0477,2024-10-23,Internet,Customer asked for guidance on resetting the modem and router.,Medium,In Progress,
TICK000908,CUST0477,2025-06-16,Internet,Customer complained about repeated internet drops during work-from-home hours.,Critical,Closed,0
TICK000909,CUST0477,2026-01-19,Internet,Customer reported slow internet speeds every evening between 7 PM and 10 PM.,High,In Progress,
TICK000910,CUST0477,2025-02-18,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Critical,Closed,2
TICK000911,CUST0477,2025-09-28,Internet,Customer complained about repeated internet drops during work-from-home hours.,High,Closed,5
TICK000912,CUST0477,2025-05-25,Mobile,Customer reported dropped calls and slow mobile data speeds.,Critical,Open,
TICK000913,CUST0477,2026-05-12,Service Outage,Customer was dissatisfied with repeated service outages in the area.,Medium,Closed,1
TICK000914,CUST0479,2020-06-02,Internet,Customer asked for guidance on resetting the modem and router.,Medium,Open,
TICK000915,CUST0479,2022-09-25,Internet,Customer reported that internet service is working well after recent upgrade.,Medium,In Progress,
TICK000916,CUST0479,2024-01-23,Service Outage,Customer was dissatisfied with repeated service outages in the area.,Critical,Closed,1
TICK000917,CUST0479,2020-05-22,Internet,Customer requested help troubleshooting intermittent Wi-Fi connectivity.,Low,Closed,3
TICK000918,CUST0480,2024-01-13,Internet,Customer reported that internet service is working well after recent upgrade.,High,Closed,3
TICK000919,CUST0481,2026-02-08,Service Outage,Customer was dissatisfied with repeated service outages in the area.,Medium,Closed,10
TICK000920,CUST0482,2020-01-22,Internet,Customer stated that the router reboot did not fix the connectivity issue.,Medium,Closed,3
TICK000921,CUST0483,2025-07-30,Internet,Customer stated that the router reboot did not fix the connectivity issue.,High,Closed,4
TICK000922,CUST0484,2025-12-07,Service Outage,Customer requested estimated restoration time for neighborhood outage.,High,In Progress,
TICK000923,CUST0484,2025-02-02,TV,Customer reported missing channels from the TV package.,High,Closed,7
TICK000924,CUST0484,2025-11-16,TV,Customer experienced pixelation while watching live TV.,Medium,Closed,0
TICK000925,CUST0484,2026-05-16,TV,Customer reported missing channels from the TV package.,Medium,In Progress,
TICK000926,CUST0484,2025-01-07,Service Outage,Customer reported internet and TV outage affecting remote work.,Medium,Closed,3
TICK000927,CUST0484,2025-05-29,TV,Customer reported missing channels from the TV package.,Critical,Closed,0
TICK000928,CUST0484,2026-03-10,TV,Customer reported missing channels from the TV package.,High,In Progress,
TICK000929,CUST0486,2026-04-07,TV,Customer requested help with streaming app login.,High,Closed,0
TICK000930,CUST0487,2026-02-12,Internet,Customer asked for guidance on resetting the modem and router.,Medium,Open,
TICK000931,CUST0489,2026-04-30,Mobile,Customer requested help activating a new mobile line.,Medium,Closed,2
TICK000932,CUST0490,2023-12-08,Service Outage,Customer requested estimated restoration time for neighborhood outage.,Low,Closed,8
TICK000933,CUST0491,2025-08-11,Internet,Customer stated that the router reboot did not fix the connectivity issue.,High,Closed,7
TICK000934,CUST0491,2026-01-19,Service Outage,Customer reported internet and TV outage affecting remote work.,High,Closed,6
TICK000935,CUST0491,2024-07-28,Billing,Customer asked why promotional pricing changed this month.,Low,Closed,5
TICK000936,CUST0491,2025-09-29,Internet,Customer stated that the router reboot did not fix the connectivity issue.,Critical,Open,
TICK000937,CUST0491,2025-05-29,Service Outage,Customer requested estimated restoration time for neighborhood outage.,High,Closed,8
TICK000938,CUST0491,2024-10-22,Internet,Customer asked for guidance on resetting the modem and router.,Low,Open,
TICK000939,CUST0491,2024-09-01,Billing,Customer was frustrated that payment was posted but balance still showed due.,Critical,Closed,1
TICK000940,CUST0491,2024-12-19,Service Outage,Customer reported internet and TV outage affecting remote work.,High,Closed,8
TICK000941,CUST0494,2025-06-03,Internet,Customer stated that the router reboot did not fix the connectivity issue.,Low,Closed,0
TICK000942,CUST0495,2026-02-11,Billing,Customer requested clarification on monthly bill charges.,Low,Closed,3
TICK000943,CUST0497,2024-09-27,Mobile,Customer asked about mobile data usage shown on the account.,Medium,Closed,7
TICK000944,CUST0497,2022-12-22,Internet,Customer reported that internet service is working well after recent upgrade.,Medium,Closed,6
